from,to,line,latitude.x,longitude.x,name.x,display_name.x,zone.x,total_lines.x,rail.x,latitude.y,longitude.y,name.y,display_name.y,zone.y,total_lines.y,rail.y,geometry
5,252,10,51.5407,-0.2997,Alperton,NULL,4,1,0,51.5507,-0.3156,Sudbury Town,Sudbury<br />Town,4,1,0,"(-0.299700 51.540700, -0.315600 51.550700)"
9,31,10,51.6164,-0.1331,Arnos Grove,Arnos<br />Grove,4,1,0,51.6071,-0.1243,Bounds Green,Bounds<br />Green,3.5,1,0,"(-0.133100 51.616400, -0.124300 51.607100)"
9,232,10,51.6164,-0.1331,Arnos Grove,Arnos<br />Grove,4,1,0,51.6322,-0.128,Southgate,NULL,4,1,0,"(-0.133100 51.616400, -0.128000 51.632200)"
10,95,10,51.5586,-0.1059,Arsenal,NULL,2,1,0,51.5642,-0.1065,Finsbury Park,Finsbury<br />Park,2,1,1,"(-0.105900 51.558600, -0.106500 51.564200)"
10,128,10,51.5586,-0.1059,Arsenal,NULL,2,1,0,51.5526,-0.1132,Holloway Road,Holloway<br />Road,2,1,0,"(-0.105900 51.558600, -0.113200 51.552600)"
17,74,10,51.4905,-0.2139,Barons Court,Barons<br />Court,2,2,0,51.492,-0.1973,Earl's Court,Earl's<br />Court,1.5,2,0,"(-0.213900 51.490500, -0.197300 51.492000)"
17,110,10,51.4905,-0.2139,Barons Court,Barons<br />Court,2,2,0,51.4936,-0.2251,Hammersmith,NULL,2,3,0,"(-0.213900 51.490500, -0.225100 51.493600)"
30,176,10,51.4956,-0.325,Boston Manor,Boston<br />Manor,4,1,0,51.4995,-0.3142,Northfields,NULL,3,1,0,"(-0.325000 51.495600, -0.314200 51.499500)"
30,190,10,51.4956,-0.325,Boston Manor,Boston<br />Manor,4,1,0,51.4813,-0.3522,Osterley,NULL,4,1,0,"(-0.325000 51.495600, -0.352200 51.481300)"
31,303,10,51.6071,-0.1243,Bounds Green,Bounds<br />Green,3.5,1,0,51.5975,-0.1097,Wood Green,Wood<br />Green,3,1,0,"(-0.124300 51.607100, -0.109700 51.597500)"
39,128,10,51.5481,-0.1188,Caledonian Road,Caledonian<br />Road,2,1,0,51.5526,-0.1132,Holloway Road,Holloway<br />Road,2,1,0,"(-0.118800 51.548100, -0.113200 51.552600)"
39,145,10,51.5481,-0.1188,Caledonian Road,Caledonian<br />Road,2,1,0,51.5308,-0.1238,King's Cross St. Pancras,King's Cross<br />St. Pancras,1,6,1,"(-0.118800 51.548100, -0.123800 51.530800)"
57,187,10,51.6517,-0.1496,Cockfosters,NULL,5,1,0,51.6476,-0.1318,Oakwood,NULL,5,1,0,"(-0.149600 51.651700, -0.131800 51.647600)"
60,126,10,51.5129,-0.1243,Covent Garden,Covent<br />Garden,1,1,0,51.5174,-0.12,Holborn,NULL,1,2,0,"(-0.124300 51.512900, -0.120000 51.517400)"
60,151,10,51.5129,-0.1243,Covent Garden,Covent<br />Garden,1,1,0,51.5113,-0.1281,Leicester Square,Leicester<br />Square,1,2,0,"(-0.124300 51.512900, -0.128100 51.511300)"
73,182,10,51.5101,-0.2882,Ealing Common,Ealing<br />Common,3,2,0,51.5175,-0.2887,North Ealing,North<br />Ealing,3,1,0,"(-0.288200 51.510100, -0.288700 51.517500)"
74,99,10,51.492,-0.1973,Earl's Court,Earl's<br />Court,1.5,2,0,51.4945,-0.1829,Gloucester Road,Gloucester<br />Road,1,3,0,"(-0.197300 51.492000, -0.182900 51.494500)"
75,210,10,51.5765,-0.397,Eastcote,NULL,5,2,0,51.5753,-0.3714,Rayners Lane,Rayners<br />Lane,5,2,0,"(-0.397000 51.576500, -0.371400 51.575300)"
75,222,10,51.5765,-0.397,Eastcote,NULL,5,2,0,51.5732,-0.4125,Ruislip Manor,Ruislip<br />Manor,6,2,0,"(-0.397000 51.576500, -0.412500 51.573200)"
95,160,10,51.5642,-0.1065,Finsbury Park,Finsbury<br />Park,2,1,1,51.5712,-0.0958,Manor House,Manor<br />House,2.5,1,0,"(-0.106500 51.564200, -0.095800 51.571200)"
99,236,10,51.4945,-0.1829,Gloucester Road,Gloucester<br />Road,1,3,0,51.4941,-0.1738,South Kensington,South<br />Kensington,1,3,0,"(-0.182900 51.494500, -0.173800 51.494100)"
107,133,10,51.5067,-0.1428,Green Park,Green<br />Park,1,3,0,51.5027,-0.1527,Hyde Park Corner,Hyde<br />Park<br />Corner,1,1,0,"(-0.142800 51.506700, -0.152700 51.502700)"
107,197,10,51.5067,-0.1428,Green Park,Green<br />Park,1,3,0,51.5098,-0.1342,Piccadilly Circus,Piccadilly<br />Circus,1,2,0,"(-0.142800 51.506700, -0.134200 51.509800)"
110,265,10,51.4936,-0.2251,Hammersmith,NULL,2,3,0,51.4951,-0.2547,Turnham Green,Turnham<br />Green,2.5,2,0,"(-0.225100 51.493600, -0.254700 51.495100)"
116,117,10,51.4669,-0.4227,Hatton Cross,Hatton<br />Cross,5.5,1,0,51.4713,-0.4524,"Heathrow Terminals 1, 2 & 3","Heathrow<br />Terminals<br />1, 2 & 3",6,1,0,"(-0.422700 51.466900, -0.452400 51.471300)"
116,118,10,51.4669,-0.4227,Hatton Cross,Hatton<br />Cross,5.5,1,0,51.4598,-0.4476,Heathrow Terminal 4,Heathrow<br />Terminal 4,6,1,0,"(-0.422700 51.466900, -0.447600 51.459800)"
116,132,10,51.4669,-0.4227,Hatton Cross,Hatton<br />Cross,5.5,1,0,51.4734,-0.3855,Hounslow West,Hounslow<br />West,5,1,0,"(-0.422700 51.466900, -0.385500 51.473400)"
117,118,10,51.4713,-0.4524,"Heathrow Terminals 1, 2 & 3","Heathrow<br />Terminals<br />1, 2 & 3",6,1,0,51.4598,-0.4476,Heathrow Terminal 4,Heathrow<br />Terminal 4,6,1,0,"(-0.452400 51.471300, -0.447600 51.459800)"
117,308,10,51.4713,-0.4524,"Heathrow Terminals 1, 2 & 3","Heathrow<br />Terminals<br />1, 2 & 3",6,1,0,51.47006,-0.49108,Heathrow Terminal 5,Heathrow<br />Terminal 5,6,1,1,"(-0.452400 51.471300, -0.491080 51.470060)"
125,134,10,51.5538,-0.4499,Hillingdon,NULL,6,2,0,51.5619,-0.4421,Ickenham,NULL,6,2,0,"(-0.449900 51.553800, -0.442100 51.561900)"
125,271,10,51.5538,-0.4499,Hillingdon,NULL,6,2,0,51.5463,-0.4786,Uxbridge,NULL,6,2,0,"(-0.449900 51.553800, -0.478600 51.546300)"
126,223,10,51.5174,-0.12,Holborn,NULL,1,2,0,51.523,-0.1244,Russell Square,Russell<br />Square,1,1,0,"(-0.120000 51.517400, -0.124400 51.523000)"
130,131,10,51.4713,-0.3665,Hounslow Central,Hounslow<br />Central,4,1,0,51.4733,-0.3564,Hounslow East,Hounslow<br />East,4,1,0,"(-0.366500 51.471300, -0.356400 51.473300)"
130,132,10,51.4713,-0.3665,Hounslow Central,Hounslow<br />Central,4,1,0,51.4734,-0.3855,Hounslow West,Hounslow<br />West,5,1,0,"(-0.366500 51.471300, -0.385500 51.473400)"
131,190,10,51.4733,-0.3564,Hounslow East,Hounslow<br />East,4,1,0,51.4813,-0.3522,Osterley,NULL,4,1,0,"(-0.356400 51.473300, -0.352200 51.481300)"
133,146,10,51.5027,-0.1527,Hyde Park Corner,Hyde<br />Park<br />Corner,1,1,0,51.5015,-0.1607,Knightsbridge,NULL,1,1,0,"(-0.152700 51.502700, -0.160700 51.501500)"
134,220,10,51.5619,-0.4421,Ickenham,NULL,6,2,0,51.5715,-0.4213,Ruislip,NULL,6,2,0,"(-0.442100 51.561900, -0.421300 51.571500)"
145,223,10,51.5308,-0.1238,King's Cross St. Pancras,King's Cross<br />St. Pancras,1,6,1,51.523,-0.1244,Russell Square,Russell<br />Square,1,1,0,"(-0.123800 51.530800, -0.124400 51.523000)"
146,236,10,51.5015,-0.1607,Knightsbridge,NULL,1,1,0,51.4941,-0.1738,South Kensington,South<br />Kensington,1,3,0,"(-0.160700 51.501500, -0.173800 51.494100)"
151,197,10,51.5113,-0.1281,Leicester Square,Leicester<br />Square,1,2,0,51.5098,-0.1342,Piccadilly Circus,Piccadilly<br />Circus,1,2,0,"(-0.128100 51.511300, -0.134200 51.509800)"
160,266,10,51.5712,-0.0958,Manor House,Manor<br />House,2.5,1,0,51.5904,-0.1028,Turnpike Lane,Turnpike<br />Lane,3,1,0,"(-0.095800 51.571200, -0.102800 51.590400)"
176,234,10,51.4995,-0.3142,Northfields,NULL,3,1,0,51.5011,-0.3072,South Ealing,South<br />Ealing,3,1,0,"(-0.314200 51.499500, -0.307200 51.501100)"
182,194,10,51.5175,-0.2887,North Ealing,North<br />Ealing,3,1,0,51.527,-0.2841,Park Royal,Park<br />Royal,3,1,0,"(-0.288700 51.517500, -0.284100 51.527000)"
187,232,10,51.6476,-0.1318,Oakwood,NULL,5,1,0,51.6322,-0.128,Southgate,NULL,4,1,0,"(-0.131800 51.647600, -0.128000 51.632200)"
210,235,10,51.5753,-0.3714,Rayners Lane,Rayners<br />Lane,5,2,0,51.5646,-0.3521,South Harrow,South<br />Harrow,5,1,0,"(-0.371400 51.575300, -0.352100 51.564600)"
220,222,10,51.5715,-0.4213,Ruislip,NULL,6,2,0,51.5732,-0.4125,Ruislip Manor,Ruislip<br />Manor,6,2,0,"(-0.421300 51.571500, -0.412500 51.573200)"
235,251,10,51.5646,-0.3521,South Harrow,South<br />Harrow,5,1,0,51.5569,-0.3366,Sudbury Hill,Sudbury<br />Hill,4,1,0,"(-0.352100 51.564600, -0.336600 51.556900)"
251,252,10,51.5569,-0.3366,Sudbury Hill,Sudbury<br />Hill,4,1,0,51.5507,-0.3156,Sudbury Town,Sudbury<br />Town,4,1,0,"(-0.336600 51.556900, -0.315600 51.550700)"
266,303,10,51.5904,-0.1028,Turnpike Lane,Turnpike<br />Lane,3,1,0,51.5975,-0.1097,Wood Green,Wood<br />Green,3,1,0,"(-0.102800 51.590400, -0.109700 51.597500)"
26,260,11,51.5867,-0.0417,Blackhorse Road,Blackhorse<br />Road,3,1,1,51.5882,-0.0594,Tottenham Hale,Tottenham<br />Hale,3,1,1,"(-0.041700 51.586700, -0.059400 51.588200)"
26,274,11,51.5867,-0.0417,Blackhorse Road,Blackhorse<br />Road,3,1,1,51.583,-0.0195,Walthamstow Central,Walthamstow<br />Central,3,1,1,"(-0.041700 51.586700, -0.019500 51.583000)"
35,245,11,51.4627,-0.1145,Brixton,NULL,2,1,1,51.4723,-0.123,Stockwell,NULL,2,2,0,"(-0.114500 51.462700, -0.123000 51.472300)"
89,145,11,51.5282,-0.1337,Euston,NULL,1,2,1,51.5308,-0.1238,King's Cross St. Pancras,King's Cross<br />St. Pancras,1,6,1,"(-0.133700 51.528200, -0.123800 51.530800)"
89,277,11,51.5282,-0.1337,Euston,NULL,1,2,1,51.5247,-0.1384,Warren Street,Warren<br />Street,1,2,0,"(-0.133700 51.528200, -0.138400 51.524700)"
95,123,11,51.5642,-0.1065,Finsbury Park,Finsbury<br />Park,2,1,1,51.546,-0.104,Highbury & Islington,Highbury &<br />Islington,2,1,1,"(-0.106500 51.564200, -0.104000 51.546000)"
95,224,11,51.5642,-0.1065,Finsbury Park,Finsbury<br />Park,2,1,1,51.5822,-0.0749,Seven Sisters,Seven<br />Sisters,3,1,1,"(-0.106500 51.564200, -0.074900 51.582200)"
107,192,11,51.5067,-0.1428,Green Park,Green<br />Park,1,3,0,51.515,-0.1415,Oxford Circus,Oxford<br />Circus,1,3,0,"(-0.142800 51.506700, -0.141500 51.515000)"
107,273,11,51.5067,-0.1428,Green Park,Green<br />Park,1,3,0,51.4965,-0.1447,Victoria,NULL,1,3,1,"(-0.142800 51.506700, -0.144700 51.496500)"
123,145,11,51.546,-0.104,Highbury & Islington,Highbury &<br />Islington,2,1,1,51.5308,-0.1238,King's Cross St. Pancras,King's Cross<br />St. Pancras,1,6,1,"(-0.104000 51.546000, -0.123800 51.530800)"
192,277,11,51.515,-0.1415,Oxford Circus,Oxford<br />Circus,1,3,0,51.5247,-0.1384,Warren Street,Warren<br />Street,1,2,0,"(-0.141500 51.515000, -0.138400 51.524700)"
198,272,11,51.4893,-0.1334,Pimlico,NULL,1,1,0,51.4861,-0.1253,Vauxhall,NULL,1.5,1,1,"(-0.133400 51.489300, -0.125300 51.486100)"
198,273,11,51.4893,-0.1334,Pimlico,NULL,1,1,0,51.4965,-0.1447,Victoria,NULL,1,3,1,"(-0.133400 51.489300, -0.144700 51.496500)"
224,260,11,51.5822,-0.0749,Seven Sisters,Seven<br />Sisters,3,1,1,51.5882,-0.0594,Tottenham Hale,Tottenham<br />Hale,3,1,1,"(-0.074900 51.582200, -0.059400 51.588200)"
245,272,11,51.4723,-0.123,Stockwell,NULL,2,2,0,51.4861,-0.1253,Vauxhall,NULL,1.5,1,1,"(-0.123000 51.472300, -0.125300 51.486100)"
13,279,12,51.5133,-0.0886,Bank,NULL,1,4,0,51.5036,-0.1143,Waterloo,NULL,1,4,1,"(-0.088600 51.513300, -0.114300 51.503600)"
4,70,13,51.5107,-0.013,All Saints,All<br />Saints,2,1,0,51.5223,-0.0173,Devons Road,Devons<br />Road,2,1,0,"(-0.013000 51.510700, -0.017300 51.522300)"
4,201,13,51.5107,-0.013,All Saints,All<br />Saints,2,1,0,51.5077,-0.0173,Poplar,NULL,2,1,0,"(-0.013000 51.510700, -0.017300 51.507700)"
13,225,13,51.5133,-0.0886,Bank,NULL,1,4,0,51.5117,-0.056,Shadwell,NULL,2,2,0,"(-0.088600 51.513300, -0.056000 51.511700)"
19,97,13,51.5148,0.0613,Beckton,NULL,3,1,0,51.5096,0.0716,Gallions Reach,Gallions<br />Reach,3,1,0,"(0.061300 51.514800, 0.071600 51.509600)"
20,65,13,51.5087,0.055,Beckton Park,Beckton<br />Park,3,1,0,51.5085,0.064,Cyprus,NULL,3,1,0,"(0.055000 51.508700, 0.064000 51.508500)"
20,217,13,51.5087,0.055,Beckton Park,Beckton<br />Park,3,1,0,51.5084,0.0465,Royal Albert,Royal<br />Albert,3,1,0,"(0.055000 51.508700, 0.046500 51.508400)"
27,79,13,51.5079,-0.0066,Blackwall,NULL,2,1,0,51.5093,-0.0021,East India,East<br />India,2.5,1,0,"(-0.006600 51.507900, -0.002100 51.509300)"
27,201,13,51.5079,-0.0066,Blackwall,NULL,2,1,0,51.5077,-0.0173,Poplar,NULL,2,1,0,"(-0.006600 51.507900, -0.017300 51.507700)"
32,70,13,51.5273,-0.0208,Bow Church,Bow<br />Church,2,1,0,51.5223,-0.0173,Devons Road,Devons<br />Road,2,1,0,"(-0.020800 51.527300, -0.017300 51.522300)"
32,204,13,51.5273,-0.0208,Bow Church,Bow<br />Church,2,1,0,51.5343,-0.0139,Pudding Mill Lane,Pudding<br />Mill Lane,2.5,1,0,"(-0.020800 51.527300, -0.013900 51.534300)"
42,120,13,51.5051,-0.0209,Canary Wharf,Canary<br />Wharf,2,2,0,51.5033,-0.0215,Heron Quays,Heron<br />Quays,2,1,0,"(-0.020900 51.505100, -0.021500 51.503300)"
42,292,13,51.5051,-0.0209,Canary Wharf,Canary<br />Wharf,2,2,0,51.507,-0.0203,West India Quay,West<br />India<br />Quay,2,1,0,"(-0.020900 51.505100, -0.020300 51.507000)"
43,79,13,51.5147,0.0082,Canning Town,Canning<br />Town,2.5,2,1,51.5093,-0.0021,East India,East<br />India,2.5,1,0,"(0.008200 51.514700, -0.002100 51.509300)"
43,219,13,51.5147,0.0082,Canning Town,Canning<br />Town,2.5,2,1,51.5091,0.0181,Royal Victoria,Royal<br />Victoria,3,1,0,"(0.008200 51.514700, 0.018100 51.509100)"
43,304,13,51.5147,0.0082,Canning Town,Canning<br />Town,2.5,2,1,51.5027,0.0226,West Silvertown,West<br />Silvertown,3,1,0,"(0.008200 51.514700, 0.022600 51.502700)"
61,171,13,51.4957,-0.0144,Crossharbour & London Arena,Crossharbour &<br />London Arena,2,1,0,51.4902,-0.0145,Mudchute,NULL,2,1,0,"(-0.014400 51.495700, -0.014500 51.490200)"
61,238,13,51.4957,-0.0144,Crossharbour & London Arena,Crossharbour &<br />London Arena,2,1,0,51.5007,-0.0191,South Quay,South<br />Quay,2,1,0,"(-0.014400 51.495700, -0.019100 51.500700)"
63,203,13,51.5095,0.0276,Custom House,Custom<br />House,3,1,0,51.5093,0.0336,Prince Regent,Prince<br />Regent,3,1,0,"(0.027600 51.509500, 0.033600 51.509300)"
63,219,13,51.5095,0.0276,Custom House,Custom<br />House,3,1,0,51.5091,0.0181,Royal Victoria,Royal<br />Victoria,3,1,0,"(0.027600 51.509500, 0.018100 51.509100)"
64,106,13,51.4827,-0.0096,Cutty Sark,Cutty<br />Sark,2.5,1,0,51.4781,-0.0149,Greenwich,NULL,2.5,1,1,"(-0.009600 51.482700, -0.014900 51.478100)"
64,135,13,51.4827,-0.0096,Cutty Sark,Cutty<br />Sark,2.5,1,0,51.4871,-0.0101,Island Gardens,Island<br />Gardens,2,1,0,"(-0.009600 51.482700, -0.010100 51.487100)"
65,97,13,51.5085,0.064,Cyprus,NULL,3,1,0,51.5096,0.0716,Gallions Reach,Gallions<br />Reach,3,1,0,"(0.064000 51.508500, 0.071600 51.509600)"
69,86,13,51.474,-0.0216,Deptford Bridge,Deptford<br />Bridge,2.5,1,0,51.4693,-0.0174,Elverson Road,Elverson<br />Road,2.5,1,0,"(-0.021600 51.474000, -0.017400 51.469300)"
69,106,13,51.474,-0.0216,Deptford Bridge,Deptford<br />Bridge,2.5,1,0,51.4781,-0.0149,Greenwich,NULL,2.5,1,1,"(-0.021600 51.474000, -0.014900 51.478100)"
86,152,13,51.4693,-0.0174,Elverson Road,Elverson<br />Road,2.5,1,0,51.4657,-0.0142,Lewisham,NULL,2.5,1,1,"(-0.017400 51.469300, -0.014200 51.465700)"
120,238,13,51.5033,-0.0215,Heron Quays,Heron<br />Quays,2,1,0,51.5007,-0.0191,South Quay,South<br />Quay,2,1,0,"(-0.021500 51.503300, -0.019100 51.500700)"
135,171,13,51.4871,-0.0101,Island Gardens,Island<br />Gardens,2,1,0,51.4902,-0.0145,Mudchute,NULL,2,1,0,"(-0.010100 51.487100, -0.014500 51.490200)"
155,225,13,51.5123,-0.0396,Limehouse,NULL,2,1,1,51.5117,-0.056,Shadwell,NULL,2,2,0,"(-0.039600 51.512300, -0.056000 51.511700)"
155,284,13,51.5123,-0.0396,Limehouse,NULL,2,1,1,51.5097,-0.0265,Westferry,NULL,2,1,0,"(-0.039600 51.512300, -0.026500 51.509700)"
201,284,13,51.5077,-0.0173,Poplar,NULL,2,1,0,51.5097,-0.0265,Westferry,NULL,2,1,0,"(-0.017300 51.507700, -0.026500 51.509700)"
201,292,13,51.5077,-0.0173,Poplar,NULL,2,1,0,51.507,-0.0203,West India Quay,West<br />India<br />Quay,2,1,0,"(-0.017300 51.507700, -0.020300 51.507000)"
203,217,13,51.5093,0.0336,Prince Regent,Prince<br />Regent,3,1,0,51.5084,0.0465,Royal Albert,Royal<br />Albert,3,1,0,"(0.033600 51.509300, 0.046500 51.508400)"
204,247,13,51.5343,-0.0139,Pudding Mill Lane,Pudding<br />Mill Lane,2.5,1,0,51.5416,-0.0042,Stratford,NULL,2.5,3,1,"(-0.013900 51.534300, -0.004200 51.541600)"
225,262,13,51.5117,-0.056,Shadwell,NULL,2,2,0,51.5106,-0.0743,Tower Gateway,Tower<br />Gateway,1,1,0,"(-0.056000 51.511700, -0.074300 51.510600)"
284,292,13,51.5097,-0.0265,Westferry,NULL,2,1,0,51.507,-0.0203,West India Quay,West<br />India<br />Quay,2,1,0,"(-0.026500 51.509700, -0.020300 51.507000)"
304,305,13,51.5027,0.0226,West Silvertown,West<br />Silvertown,3,1,0,51.5021,0.0319,Pontoon Dock,Pontoon<br />Dock,3,1,0,"(0.022600 51.502700, 0.031900 51.502100)"
305,306,13,51.5021,0.0319,Pontoon Dock,Pontoon<br />Dock,3,1,0,51.5037,0.0488,London City Airport,London<br />City<br />Airport,3,1,0,"(0.031900 51.502100, 0.048800 51.503700)"
306,307,13,51.5037,0.0488,London City Airport,London<br />City<br />Airport,3,1,0,51.502,0.0627,King George V,King<br />George V,3,1,0,"(0.048800 51.503700, 0.062700 51.502000)"
